S1,ST,S1_conf,ST_conf,names,Response,Method,ST-S1,Year
7.024435811777603e-05,0.003047640645121419,0.036798370106489,0.06144510804326825,[Maize].Phenology.Maturing.Target.FixedValue,Yield,fast,0.002977396287003643,2004
0.23080802714164284,0.4633953107181752,0.03210910044716464,0.054303211770559655,[Maize].Leaf.Photosynthesis.RUE.FixedValue,Yield,fast,0.23258728357653236,2004
0.089548314205042,0.14627989306891553,0.04078770627224167,0.05888054167491383,[Maize].Grain.MaximumPotentialGrainSize.FixedValue,Yield,fast,0.05673157886387353,2004
0.003375784427591357,0.012285133200873988,0.03181710772653309,0.060064020894071896,[Maize].Grain.MaximumNConc.InitialPhase.InitialNconc.FixedValue,Yield,fast,0.00890934877328263,2004
5.1394035994201695e-05,0.004415058212415612,0.04223647290443192,0.06172167430667646,[Maize].Phenology.MaturityToHarvestRipe.Target.FixedValue,Yield,fast,0.004363664176421411,2004
0.21459624594851479,0.5376220550033849,0.03351196539520494,0.05631696392564363,[Maize].Phenology.Juvenile.Target.FixedValue,AGB,fast,0.3230258090548701,2004
0.01012058261406347,0.01775941046428231,0.03174520294161122,0.0597722474970647,[Maize].Phenology.FlagLeafToFlowering.Target.FixedValue,AGB,fast,0.007638827850218841,2004
0.00069929176349808,0.015243214666043947,0.036518341877779234,0.06392427679306788,[Maize].Phenology.FloweringToGrainFilling.Target.FixedValue,AGB,fast,0.014543922902545867,2004
0.00705385262465982,0.03641572738625687,0.0342285120827835,0.0643277753793309,[Maize].Phenology.GrainFilling.Target.FixedValue,AGB,fast,0.02936187476159705,2004
0.002123332027824446,0.006370286469781661,0.02774785220189771,0.057989312287879936,[Maize].Cob.DMDemands.Structural.DMDemandFunction.MaximumOrganWt.FixedValue,AGB,fast,0.004246954441957215,2004
0.0036676585874245325,0.0466026432668919,0.03410236582202208,0.058136866235772244,[Maize].Grain.MaximumGrainsPerCob.FixedValue,AGB,fast,0.04293498467946737,2004
2.203584298317881e-05,0.0016530239697721827,0.031078901041193853,0.06116529232624676,[Maize].Root.SpecificRootLength.FixedValue,AGB,fast,0.0016309881267890039,2004
5.067085999261114e-06,0.0015827717833277744,0.03423329833659136,0.0584364341604278,[Maize].Phenology.Maturing.Target.FixedValue,AGB,fast,0.0015777046973285132,2004
0.2504082913387312,0.6227475535383296,0.03704940774764026,0.05753921371893754,[Maize].Leaf.Photosynthesis.RUE.FixedValue,AGB,fast,0.37233926219959834,2004
0.033366821882553646,0.17537449260186022,0.03272197304861666,0.061749541483037525,[Maize].Grain.MaximumPotentialGrainSize.FixedValue,AGB,fast,0.1420076707193066,2004
0.001555575265515681,0.006170492684665407,0.031828266862451604,0.06355854258704333,[Maize].Grain.MaximumNConc.InitialPhase.InitialNconc.FixedValue,AGB,fast,0.004614917419149727,2004
2.99277310748336e-05,0.0029309599302550504,0.03121214339106076,0.06025711993096763,[Maize].Phenology.MaturityToHarvestRipe.Target.FixedValue,AGB,fast,0.002901032199180217,2004
0.0953476107999665,0.7658355325531445,0.03102733335440425,0.04182567742575213,[Maize].Phenology.Juvenile.Target.FixedValue,TopN2O,fast,0.6704879217531781,2004
3.725965387969814e-05,0.001449615726668796,0.04284343507778934,0.05774799913232454,[Maize].Phenology.FlagLeafToFlowering.Target.FixedValue,TopN2O,fast,0.0014123560727890977,2004
7.627455820976302e-05,0.0015224130546314107,0.0319680024385209,0.057114311270449386,[Maize].Phenology.FloweringToGrainFilling.Target.FixedValue,TopN2O,fast,0.0014461384964216477,2004
1.1193506925643258e-05,0.0018682641192919736,0.031132440491709084,0.055467977450528144,[Maize].Phenology.GrainFilling.Target.FixedValue,TopN2O,fast,0.0018570706123663303,2004
0.00012845218691740314,0.0025876435096855444,0.028074547087949816,0.05528615667828485,[Maize].Cob.DMDemands.Structural.DMDemandFunction.MaximumOrganWt.FixedValue,TopN2O,fast,0.002459191322768141,2004
1.3543051698889245e-05,0.0017843803557674454,0.041721932046147686,0.06091844024187708,[Maize].Grain.MaximumGrainsPerCob.FixedValue,TopN2O,fast,0.001770837304068556,2004
7.771262723042986e-06,0.0014784779767970102,0.04047194117926624,0.05815767494440595,[Maize].Root.SpecificRootLength.FixedValue,TopN2O,fast,0.0014707067140739673,2004
6.432863354843165e-06,0.0013080594521972522,0.031302391485252976,0.05502181590124812,[Maize].Phenology.Maturing.Target.FixedValue,TopN2O,fast,0.001301626588842409,2004
0.14640749215600302,0.9054888147281516,0.024667134428374156,0.04937612942428516,[Maize].Leaf.Photosynthesis.RUE.FixedValue,TopN2O,fast,0.7590813225721486,2004
0.009626937943793946,0.06886822668847992,0.0319318131265707,0.0608792483904958,[Maize].Grain.MaximumPotentialGrainSize.FixedValue,TopN2O,fast,0.05924128874468597,2004
0.00013059044866021213,0.010350962545644604,0.0322673435371483,0.05849375049505117,[Maize].Grain.MaximumNConc.InitialPhase.InitialNconc.FixedValue,TopN2O,fast,0.010220372096984393,2004
0.00015506036691020683,0.01593539251456144,0.03412543177270505,0.057996959746356914,[Maize].Phenology.MaturityToHarvestRipe.Target.FixedValue,TopN2O,fast,0.015780332147651236,2004
0.2954730312863278,0.5297113119862693,0.026055719011976262,0.06215621527427865,[Maize].Phenology.Juvenile.Target.FixedValue,soc0_10cm,fast,0.23423828069994151,2004
0.06400821457600171,0.085071448666721,0.03328938487446968,0.06251003311301588,[Maize].Phenology.FlagLeafToFlowering.Target.FixedValue,soc0_10cm,fast,0.021063234090719293,2004
0.01642531611120774,0.03581037059434977,0.035544708931271665,0.05701916630096937,[Maize].Phenology.FloweringToGrainFilling.Target.FixedValue,soc0_10cm,fast,0.019385054483142032,2004
0.028100732122092163,0.08481964722583779,0.033822580917680416,0.06671320093597546,[Maize].Phenology.GrainFilling.Target.FixedValue,soc0_10cm,fast,0.05671891510374563,2004
0.007831413213054661,0.01340625717539512,0.03409209075555175,0.0579912671487607,[Maize].Cob.DMDemands.Structural.DMDemandFunction.MaximumOrganWt.FixedValue,soc0_10cm,fast,0.0055748439623404585,2004
0.27134058368079184,0.32231373126459983,0.03621864898008341,0.06070472989892313,[Maize].Grain.MaximumGrainsPerCob.FixedValue,soc0_10cm,fast,0.050973147583808,2004
4.034038901999767e-05,0.003418488947751097,0.0406540828469683,0.05863814699980431,[Maize].Root.SpecificRootLength.FixedValue,soc0_10cm,fast,0.0033781485587310997,2004
4.780959697572639e-05,0.003976973330142464,0.033795875935353575,0.06722491972859962,[Maize].Phenology.Maturing.Target.FixedValue,soc0_10cm,fast,0.003929163733166738,2004
0.0564190000681614,0.1620139180109358,0.03736860198949688,0.051875527707705794,[Maize].Leaf.Photosynthesis.RUE.FixedValue,soc0_10cm,fast,0.1055949179427744,2004
0.14961308204425902,0.17997286121441547,0.03522374060367203,0.05013609842279879,[Maize].Grain.MaximumPotentialGrainSize.FixedValue,soc0_10cm,fast,0.030359779170156448,2004
0.0008396911846812392,0.0060971609118136705,0.03598852902392885,0.06502413676385463,[Maize].Grain.MaximumNConc.InitialPhase.InitialNconc.FixedValue,soc0_10cm,fast,0.005257469727132431,2004
3.384524940198657e-05,0.003176281839241235,0.03468390917531719,0.049558868859157605,[Maize].Phenology.MaturityToHarvestRipe.Target.FixedValue,soc0_10cm,fast,0.0031424365898392484,2004
0.1349711940615915,0.5703682086437287,0.031732346941544164,0.05973905030742201,[Maize].Phenology.Juvenile.Target.FixedValue,Top_respiration,fast,0.4353970145821372,2004
0.023509734537047754,0.029576876198154634,0.02980837482364971,0.04958145870894121,[Maize].Phenology.FlagLeafToFlowering.Target.FixedValue,Top_respiration,fast,0.006067141661106879,2004
0.009404306959125723,0.01952565655806393,0.03378460116618426,0.057996263219892485,[Maize].Phenology.FloweringToGrainFilling.Target.FixedValue,Top_respiration,fast,0.010121349598938208,2004
0.004729482057420022,0.020847791918983893,0.03500934821014389,0.059160705796620146,[Maize].Phenology.GrainFilling.Target.FixedValue,Top_respiration,fast,0.016118309861563873,2004
0.003053714282178272,0.006043495722139136,0.03525793637240732,0.05736936845106504,[Maize].Cob.DMDemands.Structural.DMDemandFunction.MaximumOrganWt.FixedValue,Top_respiration,fast,0.002989781439960864,2004
0.07556365211993159,0.09418239764451863,0.03759894618305793,0.06022931903665073,[Maize].Grain.MaximumGrainsPerCob.FixedValue,Top_respiration,fast,0.018618745524587046,2004
5.597034945792241e-05,0.002729825540261799,0.03271723586458414,0.06224367373686964,[Maize].Root.SpecificRootLength.FixedValue,Top_respiration,fast,0.0026738551908038763,2004
0.00011934509123467341,0.002832449994791486,0.03460749374721338,0.05701676252128704,[Maize].Phenology.Maturing.Target.FixedValue,Top_respiration,fast,0.0027131049035568127,2004
0.2321683991274195,0.5060716657258225,0.03434775429934256,0.06348201692184365,[Maize].Leaf.Photosynthesis.RUE.FixedValue,Top_respiration,fast,0.27390326659840303,2004
0.1781632891311142,0.24135082882050407,0.03631159591572118,0.06358704290525184,[Maize].Grain.MaximumPotentialGrainSize.FixedValue,Top_respiration,fast,0.06318753968938987,2004
